SL NO:,Dept. Name,Audit Unit Name,Period of last Audit,PARA NO. ,Audit Office,Para_ID,Para Subject,Observation Category Description,Observation Category,IIA/IIB,Monetory Amount,Recovery Amount,IR Despatch Date,Stage,Status,Query raised by,Query date,Response,Response date,Rejoinder date,Resource,File Type
443,H&FW,"The District Malaria Officer, Kolar",2005-2006,VI/IIB/99-2000,GSA,2210HFW_AU0034_1999-2000_IIB_03,Non production of registers/records:                                                                The following records were not produced to audit                                        1.Cash book prior to 1.10.95                                                                         2.Security deposit register,, J,IIB,,,,,,,,,7/11/2013,Rejoined issued not found,,
444,H&FW,"The District Malaria Officer, Kolar",2005-2006,III/IIB/2000-04,GSA,2210HFW_AU0034_2000-2004_IIB_01,a)Irregularities in maintenance of cash book                                      b)Vouchers not produced to audit,, J,IIB,,,,,,,,,7/11/2013,Rejoined issued not found,,
445,H&FW,"The District Surgeon, District Civil Hospital, Koppal", 2015-16,XI/IIB/2007-10,GSA,2210HFW_AU0233_2007-10_IIB_01,"Non-deduction of Income Tax Rs. 26,104 from bills.",, B,IIB,,,04.05.17,,,,04.05.17,,09.01.2018,03.5.2018,,
446,H&FW,"The District Surgeon, District Civil Hospital, Koppal", 2015-16,II/IIB/2013-14,GSA,2210HFW_AU0233_2013-14_IIB_01,Non Collection of clinical charges from the Private Ayurvedic Medical College - Rs. 2.48 lakh.,, B,IIB,,,04.05.17,,,,04.05.17,,09.01.2018,03.5.2018,,
447,H&FW,"The District Surgeon, District Civil Hospital, Koppal", 2015-16,IV/IIB/2013-14,GSA,2210HFW_AU0233_2013-14_IIB_02,Handing over parts of hospital building to NGOs without permission from Government and fixation of rent - Loss of revenue to Government and intended benefit to NGOs,, E,IIB,,,04.05.17,,,,04.05.17,,09.01.2018,03.5.2018,,
448,H&FW,"The District Surgeon, District Civil Hospital, Koppal", 2015-16,I/IIB/2014-15,GSA,2210HFW_AU0233_2014-15_IIB_01,"Irregular attachment od  Dist. Hospital as affiliated to  propsed new Medical College as KIMS, Koppal for  approval by MCI and unauthorized occupation and use of Clinical facilities by KIMS without any contribution towards expenditure ass per MOU.",, F,IIB,,,04.05.17,,,,04.05.17,,09.01.2018,03.5.2018,,
449,H&FW,"The District Surgeon, District Civil Hospital, Koppal", 2015-16,II/IIB/2014-15,GSA,2210HFW_AU0233_2014-15_IIB_02,Irregular drawal of pay and allowance while on higher studies-Rs. 7.51 lakh.,,B,IIB,,,04.05.17,,,,04.05.17,,09.01.2018,03.5.2018,,
450,H&FW,"The District Surgeon, District Civil Hospital, Koppal", 2015-16,Para III/IIB/2014-15,GSA,2210HFW_AU0233_2014-15_IIB_03,"Unintended Benefit of Rs. 1,48,500/- to contractor in disposal of Bio-degradable waste and non-deduction of TDS from contractors",,C,IIB,,,04.05.17,,,,04.05.17,,09.01.2018,03.5.2018,,
451,H&FW,"The District Surgeon, District Civil Hospital, Koppal", 2015-16,IX/IIB/2014-15,GSA,2210HFW_AU0233_2014-15_IIB_04,Retention of interest accrued on SB A/c Rs. 6.67 lakh.,,J,IIB,,,04.05.17,,,,04.05.17,,09.01.2018,03.5.2018,,
452,H&FW,"The District Surgeon, District Civil Hospital, Koppal", 2015-16,I/IIB/2015-16,GSA,2210HFW_AU0233_2015-16_IIB_01,Excess payment to  contractors-Rs. 10.56 lakh (DIET),,C,IIB,,,04.05.17,,,,04.05.17,,09.01.2018,03.5.2018,,
453,H&FW,"The District Surgeon, District Civil Hospital, Koppal", 2015-16,II/IIB/2015-16,GSA,2210HFW_AU0233_2015-16_IIB_02,Excess payment of Blood unit charges to the Indian Red Cross Society Blood bank-Rs. 3.29 lakh.,,D,IIB,,,04.05.17,,,,04.05.17,,09.01.2018,03.5.2018,,
454,H&FW,"The District Surgeon, District Civil Hospital, Koppal", 2015-16,III/IIB/2015-16,GSA,2210HFW_AU0233_2015-16_IIB_03,Non-remittance of User charges to Government account.,,J,IIB,,,04.05.17,,,,04.05.17,,09.01.2018,03.5.2018,,
455,H&FW,"The District Surgeon, District Civil Hospital, Koppal", 2015-16,IV/IIB/2015-16,GSA,2210HFW_AU0233_2015-16_IIB_04,Meeting expenditure from Govt. Account instead of ARS account.,,F,IIB,,,04.05.17,,,,04.05.17,,09.01.2018,03.5.2018,,
456,H&FW,"The District Surgeon, District Civil Hospital, Koppal", 2015-16,V/IIB/2015-16,GSA,2210HFW_AU0233_2015-16_IIB_05,Discrepancies in maintenance of ARS Cash book,,J,IIB,,,04.05.17,,,,04.05.17,,09.01.2018,03.5.2018,,
457,H&FW,"The District Surgeon, District Civil Hospital, Koppal", 2015-16,VI/IIB/2015-16,GSA,2210HFW_AU0233_2015-16_IIB_06,Non disposal of Hypo solution and used X-ray films.,,J,IIB,,,04.05.17,,,,04.05.17,,09.01.2018,03.5.2018,,
458,H&FW,"The Medical Officer,Epidemic Diseases Hospital,Robertsonpet, KGF, Kolar",2006-2007,I/IIB/2000-06,GSA,2210HFW_AU0202_2000-06_IIB_01,Instruments/equipments lying idle in stores ,, G,IIB,,,,,,,,,RNR,RNI,,
459,H&FW,"The District Surgeon District Hospital, Vijayapura",2015-16,I/IIB/89-90,GSA,2210HFW_AU0047_1989-90_IIB_01,Non production of records of linen bedding sent to lokayukta,, J,IIB,,,18.01.17,,,,18.01.17,,RNR,RNI,,
460,H&FW,"The District Surgeon District Hospital,Vijayapura",2015-16,I/IIB/98-99,GSA,2210HFW_AU0047_1998-99_IIB_01,Loss of revenue due to non recovery of licence fee in respect of refreshment stall in District hospital premises  ,, E,IIB,,,18.01.17,,,,18.01.17,,RNR,RNI,,
461,H&FW,"The District Surgeon District Hospital,Vijayapura",2015-16,V/IIB/98-99,GSA,2210HFW_AU0047_1998-99_IIB_02,Service register of Sri R.T.Jalawadi   mechanic ,, J,IIB,,,18.01.17,,,,18.01.17,,RNR,RNI,,
462,H&FW,"The District Surgeon District Hospital, Vijayapura",2012-13,I/IIA/2012-13,GSA,2210HFW_AU0047_2012-13_IIA_01,Non recovery of clinical fees from Medical College and Nursing College due to non-Maintenance of records,,,IIA,,,18.01.17,,,,18.01.17,,RNR,RNI,,
463,H&FW,"The District Surgeon District Hospital, Vijayapura",2013-15,I/IIB/2013-15,GSA,2210HFW_AU0047_2013-15_IIB_01,Irregular drawal of Special allowance (SPA) and Emergency Service Allowance (ESA) during leave period.,,B,IIB,,,18.01.17,,,,18.01.17,,RNR,RNI,,
464,H&FW,"The District Surgeon District Hospital, Vijayapura",2013-15,III/IIB/2013-15,GSA,2210HFW_AU0047_2013-15_IIB_02,Deduction of HRA of the officials occupying Govt. Quarters – Income Tax.,,B,IIB,,,18.01.17,,,,18.01.17,,RNR,RNI,,
465,H&FW,"The District Surgeon District Hospital, Vijayapura",2013-15,IV/IIB/2013-15,GSA,2210HFW_AU0047_2013-15_IIB_03,Improper maintenance of Service Registers.,,J,IIB,,,18.01.17,,,,18.01.17,,RNR,RNI,,
466,H&FW,"The District Surgeon District Hospital, VIjayapura",2013-15,V/IIB/2013-15,GSA,2210HFW_AU0047_2013-15_IIB_04,Non obtaining Security Deposit.,,F,IIB,,,18.01.17,,,,18.01.17,,RNR,RNI,,
467,H&FW,"The District Surgeon District Hospital, VIjayapura",2013-15,I/IIB/2015-16,GSA,2210HFW_AU0047_2015-16_IIB_01,"Arogya Raksha Samithi: Non remittance of unutilized user charges Rs. 95,47,441/-",,J,IIB,,,18.01.17,,,,18.01.17,,RNR,RNI,,
468,H&FW,"The District Surgeon District Hospital, VIjayapura",2013-15,II/IIB/2015-16,GSA,2210HFW_AU0047_2015-16_IIB_02,Underutilized funds to the tune of Rs. 71.20 lakh in respect of NRHM & Retention of interest to the tune of  Rs. 8.98 lakh.,,I,IIB,,,18.01.17,,,,18.01.17,,RNR,RNI,,
469,H&FW,"The District Surgeon District Hospital, VIjayapura",2013-15,III/IIB/2015-16,GSA,2210HFW_AU0047_2015-16_IIB_03,"Rashtriya Swasthya Bimayojane (RSBY) Retention of incentive amount to  the tune of Rs. 3,92,565/- (3.92 lakh) and Non-intimation of Claims to TPA.",,F,IIB,,,18.01.17,,,,18.01.17,,RNR,RNI,,
470,H&FW,"The District Surgeon District Hospital, VIjayapura",2013-15,IV/IIB/2015-16,GSA,2210HFW_AU0047_2015-16_IIB_04,Operation of Curent Account.,,F,IIB,,,18.01.17,,,,18.01.17,,RNR,RNI,,
471,H&FW,"The District Surgeon District Hospital, VIjayapura",2013-15,V/IIB/2015-16,GSA,2210HFW_AU0047_2015-16_IIB_05,"Janani Suraksha Yojane- Improper maintenance of cash book, non-reconciliation of cash book  and unencashed cheques.",,J,IIB,,,18.01.17,,,,18.01.17,,RNR,RNI,,
472,H&FW,"The District Surgeon District Hospital, VIjayapura",2013-15,VI/IIB/2015-16,GSA,2210HFW_AU0047_2015-16_IIB_06,Family Welfare Programme Improper maintenance of cash book and non reconciliation of cash book.,,J,IIB,,,18.01.17,,,,18.01.17,,RNR,RNI,,
473,H&FW,"The District Surgeon District Hospital, VIjayapura",2013-15,VII/IIB/2015-16,GSA,2210HFW_AU0047_2015-16_IIB_07,Engaging Security Services without renewal of license.,,J,IIB,,,18.01.17,,,,18.01.17,,RNR,RNI,,
474,H&FW,"The District Surgeon District Hospital, VIjayapura",2013-15,VIII/IIB/2015-16,GSA,2210HFW_AU0047_2015-16_IIB_08,Huge no.  of posts lying vacant.,,J,IIB,,,18.01.17,,,,18.01.17,,RNR,RNI,,
475,H&FW,"The District Surgeon District Hospital, VIjayapura",2013-15,IX/IIB/2015-16,GSA,2210HFW_AU0047_2015-16_IIB_09,Non utilization of vehicles.,,G,IIB,,,18.01.17,,,,18.01.17,,RNR,RNI,,
476,H&FW,"The District Surgeon District Hospital, VIjayapura",2013-15,X/IIB/2015-16,GSA,2210HFW_AU0047_2015-16_IIB_10,Non utilization of linen items  and  improper maintenance of Linen  stock  and issue register.,,J,IIB,,,18.01.17,,,,18.01.17,,RNR,RNI,,
477,H&FW,"The District Surgeon District Hospital, VIjayapura",2013-15,XI/IIB/2015-16,GSA,2210HFW_AU0047_2015-16_IIB_11,Non disposal of used X-Ray films and Hypo solution,,J,IIB,,,18.01.17,,,,18.01.17,,RNR,RNI,,
478,H&FW,"The District Surgeon District Hospital, VIjayapura",2013-15,XII/IIB/201-16,GSA,2210HFW_AU0047_2015-16_IIB_12,Annual Physical  verification of stock  not conducted.,,J,IIB,,,18.01.17,,,,18.01.17,,RNR,RNI,,
479,H&FW,"The District Surgeon District Hospital, VIjayapura",2013-15,XIII/IIB/2015-16,GSA,2210HFW_AU0047_2015-16_IIB_13,Condemned/Idle  equipments/Machinery.,,G,IIB,,,18.01.17,,,,18.01.17,,RNR,RNI,,
480,H&FW,"The District Surgeon District Hospital, VIjayapura",2013-15,XIV/IIB/2015-16,GSA,2210HFW_AU0047_2015-16_IIB_14,Non allotment of Staff Quarters.,,I,IIB,,,18.01.17,,,,18.01.17,,RNR,RNI,,
481,H&FW,"The District Surgeon, District Hospital, Karwar", 2015-16,V/IIB/10-11,GSA,2210HFW_AU0121_2010-11_IIB_01,Non-payment of 1% Labour Welfare cess Rs.653342,, B,IIB,,,09.03.17,,,,09.03.17,,RNR,RNI,,
482,H&FW,"The District Surgeon, District Hospital, Karwar", 2015-16,II/IIB/2012-13,GSA,2210HFW_AU0121_2012-13_IIB_01,"Short receipt of clinical charges by Arpitha Nursing schools, Karwar Rs.25,500/- ",, B,IIB,,,09.03.17,,,,09.03.17,,RNR,RNI,,
483,H&FW,"The District Surgeon, District Hospital, Karwar", 2015-16,V/IIB/2013-14,GSA,2210HFW_AU0121_2013-14_IIB_01,Non availment of rebate from KEB Loss on electricity bill,, F,IIB,,,09.03.17,,,,09.03.17,,RNR,RNI,,
484,H&FW,"The District Surgeon, District Hospital, Karwar", 2015-16,XI/IIB/2013-14,GSA,2210HFW_AU0121_2013-14_IIB_02,Check of staionery stock register,, J,IIB,,,09.03.17,,,,09.03.17,,RNR,RNI,,
485,H&FW,"The District Surgeon, District Hospital, Karwar", 2015-16,XII/IIB/2013-14,GSA,2210HFW_AU0121_2013-14_IIB_03,Avoidable payment of power factor penalyty of Rs.21461.56 and  Interest of rs.17765 on electricity bills,, D,IIB,,,09.03.17,,,,09.03.17,,RNR,RNI,,
486,H&FW,"The District Surgeon, District Hospital, Karwar", 2015-16,I/IIB/2014-15,GSA,2210HFW_AU0121_2014-15_IIB_01,Unauthorized absence of Dr. Vijaya Marakala (Bio-Chemistry),,F,IIB,,,09.03.17,,,,09.03.17,,RNR,RNI,,
487,H&FW,"The District Surgeon, District Hospital, Karwar", 2015-16,IV/IIB/2014-15,GSA,2210HFW_AU0121_2014-15_IIB_02,Payment for disposal of Bio-medical waste,,J,IIB,,,09.03.17,,,,09.03.17,,RNR,RNI,,
488,H&FW,"The District Surgeon, District Hospital, Karwar", 2015-16,VII/IIB/2014-15,GSA,2210HFW_AU0121_2014-15_IIB_03,Non-remittance of Bank  interest Rs. 263075/-,,,IIB,,,09.03.17,,,,09.03.17,,RNR,RNI,,
489,H&FW,"The District Surgeon, District Hospital, Karwar", 2015-16,XI/IIB/2014-15,GSA,2210HFW_AU0121_2014-15_IIB_04,Release of payment to contractors without porpoer confirmation of the payment EPF and ESI.,,C,IIB,,,09.03.17,,,,09.03.17,,RNR,RNI,,
490,H&FW,"The District Surgeon, District Hospital, Karwar", 2015-16,I/IIB/2015-16,GSA,2210HFW_AU0121_2015-16_IIB_01,"Payment of Statutory component (EPF) without confirming its remittances to  EPFO Rs. 7,05,875/-",,F,IIB,,,09.03.17,,,,09.03.17,,RNR,RNI,,
491,H&FW,"The District Surgeon, District Hospital, Karwar", 2015-16,II/IIB/2015-16,GSA,2210HFW_AU0121_2015-16_IIB_02,Avoidable expenditure on electricity bills on account of Power Factor Penalty & interest for late payment Rs. 75985/-,,D,IIB,,,09.03.17,,,,09.03.17,,RNR,RNI,,
492,H&FW,"The District Surgeon, District Hospital, Karwar", 2015-16,III/IIB/2015-16,GSA,2210HFW_AU0121_2015-16_IIB_03,Non recovery of IT on honorarium paid under Arogya Raksha Samithi (ARS) Rs. 50450/-,,B,IIB,,,09.03.17,,,,09.03.17,,RNR,RNI,,
493,H&FW,"The District Surgeon, District Hospital, Karwar", 2015-16,IV/IIB/2015-16,GSA,2210HFW_AU0121_2015-16_IIB_04,Purchase furniture in violation of NHM guidelines for SNCU-Rs.10400/-,,F,IIB,,,09.03.17,,,,09.03.17,,RNR,RNI,,
494,H&FW,"The District Surgeon, District Hospital, Karwar", 2015-16,V/IIB/2015-16,GSA,2210HFW_AU0121_2015-16_IIB_05,"Delay in conferring administrative control of  District hospital to the Principal,  Karwar Medical College and resultant drawal of under DDO Code.",,F,IIB,,,09.03.17,,,,09.03.17,,RNR,RNI,,
495,H&FW,"The District Surgeon, District Hospital, Karwar", 2015-16,VI/IIB/2015-16,GSA,2210HFW_AU0121_2015-16_IIB_06,Alarming vacancy position of Medical  and Para Medical staff.,,J,IIB,,,09.03.17,,,,09.03.17,,RNR,RNI,,
496,H&FW,"The District Surgeon, District Hospital, Karwar", 2015-16,VII/IIB/2015-16,GSA,2210HFW_AU0121_2015-16_IIB_07,Non disposal of unserviceable articles.,,J,IIB,,,09.03.17,,,,09.03.17,,RNR,RNI,,
497,H&FW,"The Superintendent, Jayanagar General Hospital, Bangalore",2016-18,II/IIB/1996-01,GSA,,"Purchase files not made available to audit.                                            Matter with Government, final awaited(12/12)",, J,IIB,,,08.06.18,,,,08.06.18,,R.N.R.,R.N.I.,,
498,H&FW,"The Superintendent, Jayanagar General Hospital, Bangalore",2016-18,IV/IIB/2000-03,GSA,,Incorrect remittance of Electricity charges Rs. 9.13 lakh. Misclassification of remittances yet to be reconciled (Jan 2016).,,J,IIB,,,08.06.18,,,,08.06.18,,R.N.R.,R.N.I.,,
499,H&FW,"The Superintendent, Jayanagar General Hospital, Bangalore",2016-18,X/IIB/2000-03,GSA,,Details of rent recoverable from Rajiv Gandhi Health  University,, B,IIB,,,08.06.18,,,,08.06.18,,R.N.R.,R.N.I.,,
500,H&FW,"The Superintendent, Jayanagar General Hospital, Bangalore",2016-18,VII/IIB/2006-08,GSA,,Violation of delegation of financial powers. Post facto sanction from higher authority is awaited (Jan 2016).,, F,IIB,,,08.06.18,,,,08.06.18,,R.N.R.,R.N.I.,,
501,H&FW,"The Superintendent, Jayanagar General Hospital, Bangalore",2016-18,III/IIB/2010-2012,GSA,,Statement of accounts completion certificates and utilization certificate from PWD authorities for Rs.34.01Lakh not obtained ,, J,IIB,,,08.06.18,,,,08.06.18,,R.N.R.,R.N.I.,,
502,H&FW,"The Superintendent, Jayanagar General Hospital, Bangalore",2016-18,VIII/IIB/2010-2012,GSA,,"Non replacement of substandard medicines worth of Rs. 14,479/-. Letter from KSDL to replace substandard drugs not received.",, J,IIB,,,08.06.18,,,,08.06.18,,R.N.R.,R.N.I.,,
503,H&FW,"The Superintendent, Jayanagar General Hospital, Bangalore",2016-18,V/IIB/2012-13,GSA,,Incurring excess expenditure than amountr authorized in respect of HOA 2210-01-110-1-22 Non plan etc-for the period 2012-13-reg,, D,IIB,,,08.06.18,,,,08.06.18,,R.N.R.,R.N.I.,,
504,H&FW,"The Superintendent, Jayanagar General Hospital, Bangalore",2016-18,VIII/IIB/2012-13,GSA,,Non-replacement of sub-standard drugs worth Rs. 28348/-,, J,IIB,,,08.06.18,,,,08.06.18,,R.N.R.,R.N.I.,,
505,H&FW,"The Superintendent, Jayanagar General Hospital, Bangalore",2016-18,IX/IIB/2012-13,GSA,,Utilization of facilities more than the authorized allocation in respect of purchase of drugs and chemicals for the year 2012-13,, F,IIB,,,08.06.18,,,,08.06.18,,R.N.R.,R.N.I.,,
506,H&FW,"The Superintendent, Jayanagar General Hospital, Bangalore",2016-18,XI/IIB/2012-13,GSA,,Under untilzaion of staff of blood storage unit and non -transferr of blood units to needy hospitals-Reg,, F,IIB,,,08.06.18,,,,08.06.18,,R.N.R.,R.N.I.,,
507,H&FW,"The Superintendent, Jayanagar General Hospital, Bangalore",2016-18,XII/IIB/2012-13,GSA,,Non recovery of rent from Hopcoms,, B,IIB,,,08.06.18,,,,08.06.18,,R.N.R.,R.N.I.,,
508,H&FW,"The Superintendent, Jayanagar General Hospital, Bangalore",2016-18,I/IIB/2013-14,GSA,,Non recovery of Clinical Charges from Private Nursing Schools/Colleges and Dental Colleges.,, B,IIB,,,08.06.18,,,,08.06.18,,R.N.R.,R.N.I.,,
509,H&FW,"The Superintendent, Jayanagar General Hospital, Bangalore",2016-18,IV/IIB/2013-14,GSA,,Drugs indented but not received from KSDLWS for the year 2013-14.,, J,IIB,,,08.06.18,,,,08.06.18,,R.N.R.,R.N.I.,,
510,H&FW,"The Superintendent, Jayanagar General Hospital, Bangalore",2016-18,V/IIB/2013-14,GSA,,Non Remittance of Water Charges to Government Account,, J,IIB,,,08.06.18,,,,08.06.18,,R.N.R.,R.N.I.,,
511,H&FW,"The Superintendent, Jayanagar General Hospital, Bangalore",2016-18,VI/IIB/2013-14,GSA,,Split Purchase to avoid sanction by higher authority and tender process,, F,IIB,,,08.06.18,,,,08.06.18,,R.N.R.,R.N.I.,,
512,H&FW,"The Superintendent, Jayanagar General Hospital, Bangalore",2016-18,II/IIB/2014-15,GSA,,Funds received under National  Healths Rural  mission Scheme Non reconciliation of Bank Accounts. ,,J,IIB,,,08.06.18,,,,08.06.18,,R.N.R.,R.N.I.,,
513,H&FW,"The Superintendent, Jayanagar General Hospital, Bangalore",2016-18,III/IIB/2014-15,GSA,,"Non-reimbursement of Electricity charges from Rajiv Gandhi Health University of Health Sciences (RGHUS): Rs. 7,49,233/-",,J,IIB,,,08.06.18,,,,08.06.18,,R.N.R.,R.N.I.,,
514,H&FW,"The Superintendent, Jayanagar General Hospital, Bangalore",2016-18,IV/IIB/2014-15,GSA,,Non-production of Records.,,J,IIB,,,08.06.18,,,,08.06.18,,R.N.R.,R.N.I.,,
515,H&FW,"The Superintendent, Jayanagar General Hospital, Bangalore",2016-18,II/IIB/2015-16,GSA,,"Non remittance of Government receipts into the Government account – Rs. 1,20,98,288/-",,J,IIB,,,08.06.18,,,,08.06.18,,R.N.R.,R.N.I.,,
516,H&FW,"The Superintendent, Jayanagar General Hospital, Bangalore",2016-18,V/IIB/2015-16,GSA,,Amount was not recouped to ARS  Account.,,J,IIB,,,08.06.18,,,,08.06.18,,R.N.R.,R.N.I.,,
517,H&FW,"The Superintendent, Jayanagar General Hospital, Bangalore",2016-18,I/IIB/2016-18,GSA,,Non deposit of ARS revenue receipts of Rs 2.59 crores into Consolidated fund of state,,J,IIB,,,08.06.18,,,,08.06.18,,R.N.R.,R.N.I.,,
518,H&FW,"The Superintendent, Jayanagar General Hospital, Bangalore",2016-18,II/IIB/2016-18,GSA,,Inadmissible expenditure of Rs 72.41 lkah from ARS funds,,E,IIB,,,08.06.18,,,,08.06.18,,R.N.R.,R.N.I.,,
519,H&FW,"The Superintendent, Jayanagar General Hospital, Bangalore",2016-18,III/IIB/2016-18,GSA,,Non recoupment of Rs 12.90 lakh incurred from ARS funds towards remuneration to the human resources under NICSI,,F,IIB,,,08.06.18,,,,08.06.18,,R.N.R.,R.N.I.,,
520,H&FW,"The Superintendent, Jayanagar General Hospital, Bangalore",2016-18,IV/IIB/2016-18,GSA,,Non remittance of clinical fee in ARS account – Rs 94.39 lakh,,J,IIB,,,08.06.18,,,,08.06.18,,R.N.R.,R.N.I.,,
521,H&FW,"The Superintendent, Jayanagar General Hospital, Bangalore",2016-18,V/IIB/2016-18,GSA,,Non collection of clinical fee Rs 62.10 lakh,,B,IIB,,,08.06.18,,,,08.06.18,,R.N.R.,R.N.I.,,
522,H&FW,"The Superintendent, Jayanagar General Hospital, Bangalore",2016-18,VI/IIB/2016-18,GSA,,Unutilized funds of Rs 163476/- under prasoothi araike scheme,,I,IIB,,,08.06.18,,,,08.06.18,,R.N.R.,R.N.I.,,
523,H&FW,"The Superintendent, Jayanagar General Hospital, Bangalore",2016-18,VII/IIB/2016-18,GSA,,Non deduction of TDS Rs 10260/-,,B,IIB,,,08.06.18,,,,08.06.18,,R.N.R.,R.N.I.,,
524,H&FW,"The Superintendent, Jayanagar General Hospital, Bangalore",2016-18,VIII/IIB/2016-18,GSA,,Non reconciliation of accumulated NHM balances,,J,IIB,,,08.06.18,,,,08.06.18,,R.N.R.,R.N.I.,,
525,H&FW,"The Superintendent, Jayanagar General Hospital, Bangalore",2016-18,IX/IIB/2016-18,GSA,,Stock registers not maintained for housekeeping cleaning material,,J,IIB,,,08.06.18,,,,08.06.18,,R.N.R.,R.N.I.,,
526,H&FW,"The Superintendent, Jayanagar General Hospital, Bangalore",2016-18,X/IIB/2016-18,GSA,,NHM vehicle kept idle since 10 months,,G,IIB,,,08.06.18,,,,08.06.18,,R.N.R.,R.N.I.,,
527,H&FW,"The Superintendent, Jayanagar General Hospital, Bangalore",2016-18,XI/IIB/2016-18,GSA,,Unnecessary expenditure of Rs 2.22 lakh as interest on Bwssb bills,,E,IIB,,,08.06.18,,,,08.06.18,,R.N.R.,R.N.I.,,
528,H&FW,"The Superintendent, Jayanagar General Hospital, Bangalore",2016-18,XII/IIB/2016-18,GSA,,Annual physical verification of stock not conducted,,J,IIB,,,08.06.18,,,,08.06.18,,R.N.R.,R.N.I.,,
529,H&FW,"The Superintendent, Jayanagar General Hospital, Bangalore",2016-18,XIII/IIB/2016-18,GSA,,Omissions noticed in maintenance of SRs,,J,IIB,,,08.06.18,,,,08.06.18,,R.N.R.,R.N.I.,,
530,H&FW,"The Superintendent, Jayanagar General Hospital, Bangalore",2016-18,XIV/IIB/2016-18,GSA,,"Bank Account details furnished to Principal Director, KSA &AD",,J,IIB,,,08.06.18,,,,08.06.18,,R.N.R.,R.N.I.,,
531,H&FW,"The Director Dept. of Health and Family Welfare, Bangalore.", 2015-16,VII/IIB/1999-2000,GSA,,Irregular drawal of pay in higher scale,, B,IIB,,,27.02.2019,,,,27.02.2019,,R.N.R.,R.N.I.,,
532,H&FW,"The Director Dept. of Health and Family Welfare, Bangalore.", 2015-16,XVI/IIB/1999-2000,GSA,,"Service register of Smt.TS Pushpalatha,FDA",, J,IIB,,,27.02.2019,,,,27.02.2019,,R.N.R.,R.N.I.,,
533,H&FW,"The Director Dept. of Health and Family Welfare, Bangalore.", 2015-16,XVI/IIB/2000-01,GSA,,Change of cadre from higher post to lower post and non-fixation of pay in the lower,, F,IIB,,,27.02.2019,,,,27.02.2019,,R.N.R.,R.N.I.,,
534,H&FW,"The Director Dept. of Health and Family Welfare, Bangalore.", 2015-16,III/IIB/2004-05,GSA,,Field  Family and Health monitoring system,, I,IIB,,,27.02.2019,,,,27.02.2019,,R.N.R.,R.N.I.,,
535,H&FW,"The Director Dept. of Health and Family Welfare, Bangalore.", 2015-16,V/IIB/2009-10,GSA,,Inadmissible HRA,, B,IIB,,,27.02.2019,,,,27.02.2019,,R.N.R.,R.N.I.,,
